text,label
i want you to deactivate the license key,soft_delete
"help me ingest the data from our partner's api, thank you",bulk_import
i need you to update the order status to shipped,update
Add an event to the team calendar for monday,create
"import inventory items from the manufacturer's file, please",bulk_import
Save the log to a text file,export
"Upload the entire contact list at once, please",bulk_import
do me a favor and copy all files from the server to external storage,bulk_export
"kindly drop the test database, if possible",destructive_delete
"is it possible to add item to my wishlist, please?",create
show me the latest server logs,safe_read
please Audit our data retention policy for pci dss,compliance_check
why are there 500 failed login attempts from this user?,suspicious
i would be grateful if you could Parse this log file and import the events,bulk_import
"do me a favor and i need write permission to the shared drive, thank you",authorize
"could you perform a privacy impact assessment for the new feature, i would really appreciate it",compliance_check
i want you to schedule system maintenance for saturday night,maintenance
"is it possible to migrate all old records into the new platform, can you?",bulk_import
"Migrate all old records into the new platform, at your earliest convenience",bulk_import
i'd like you to import these 200 users from the csv file,bulk_import
can you examine the permission changes in the last 24 hours,audit
"a user suddenly changed role to admin at 3 am, please?",suspicious
i'd like you to import inventory items from the manufacturer's file,bulk_import
would you mind restart the web server now,admin_action
"i need you to wipe all my preferences, at your earliest convenience",destructive_delete
i want you to Show me my profile,safe_read
i would be grateful if you could List the last 10 transactions on my card,list
